FID,Animal,Count,Bearing,Distance,NObservers,Vehicle,Day,Month,Year,Territory,StartingTi,Time,CarNorthin,CarEasting,AdjNorthin,AdjEasting,AccurateCo,FirstDetec,Sample_ID,Site_ID,DSclass
325,BandedMongoose,1,91,134,3,Maruti,28,9,2013,North,6:27,13:09,9847782.119,722226.9941,9847779.78,722360.9737,1,1,12,7,3
326,Serval,1,66,23,3,Maruti,28,9,2013,North,6:27,14:22,9844019.303,721181.8476,9844028.658,721202.8592,1,1,12,1,1
327,Hyena,2,101,32,1,Maruti,29,9,2013,North,6:40,9:30,9844808.048,722748.0913,9844801.942,722779.5034,1,1,12,7,1
328,Hyena,1,348,35,1,Maruti,29,9,2013,North,6:40,10:18,9847074.128,724183.4736,9847108.364,724176.1967,1,1,12,8,1
329,BandedMongoose,10,43,21.5,1,Maruti,29,9,2013,North,6:40,12:28,9854033.102,719530.0676,9854048.826,719544.7306,1,1,12,4,1
330,BlackBackedJackal,1,233,158,1,Maruti,30,9,2013,North,7:27,7:39,9846344.135,720975.7345,9846249.049,720849.5501,1,1,12,7,3
331,Hyena,7,151,153,1,Maruti,30,9,2013,North,7:27,7:57,9846269.533,722694.8401,9846135.716,722769.016,1,1,12,7,3
332,Hyena,1,33,179,1,Maruti,30,9,2013,North,7:27,8:04,9846705.078,722803.9497,9846855.2,722901.4401,1,1,12,7,4
333,Hyena,1,240,317.5,1,Maruti,30,9,2013,North,7:27,8:06,9846796.381,722607.0897,9846637.631,722332.1266,1,1,12,7,4
334,Hyena,1,221,345,1,Maruti,30,9,2013,North,7:27,8:06,9846796.381,722607.0897,9846536.006,722380.7493,1,1,12,7,5
335,BandedMongoose,3,11,72,1,Maruti,30,9,2013,North,7:27,8:25,9847137.371,722999.7598,9847208.049,723013.498,1,1,12,8,2
336,BandedMongoose,10,62,157,1,Maruti,30,9,2013,North,7:27,8:30,9846969.215,723770.0725,9847042.922,723908.6953,1,1,12,8,2
337,BandedMongoose,19,77,65,1,Maruti,30,9,2013,North,7:27,11:59,9851391.629,719142.8115,9851406.251,719206.1456,1,1,12,5,1
338,Lion,4,222,104.5,1,Maruti,30,9,2013,North,7:27,12:40,9850211.177,721027.3398,9850133.518,720957.4157,1,1,12,6,1
339,BandedMongoose,20,101,40.5,1,Maruti,22,11,2013,North,6:21,9:16,9851219.986,718404.8804,9851212.258,718444.6363,1,1,13,5,1
340,BandedMongoose,10,253,65,1,Maruti,22,11,2013,North,6:21,10:51,9847319.201,721783.7216,9847300.197,721721.5618,1,1,13,7,1
341,Hyena,1,319,179.5,1,Maruti,23,11,2013,North,6:24,8:13,9849626.882,720852.277,9849762.353,720734.5144,1,1,13,6,3
342,BatEaredFox,2,341,13,1,Maruti,23,11,2013,North,6:24,9:08,9846869.1,722185.4178,9846881.392,722181.1854,1,1,13,7,1
343,Hyena,3,289,317.5,1,Maruti,24,11,2013,North,6:28,7:02,9846781.652,722538.9497,9846885.02,722238.7476,1,1,13,7,1
344,BatEaredFox,2,332,43.5,1,Maruti,24,11,2013,North,6:28,7:04,9846850.545,722214.0358,9846888.953,722193.6138,1,1,13,7,1
345,Hyena,1,291,241,1,Maruti,24,11,2013,North,6:28,7:07,9847078.662,721954.8829,9847165.029,721729.8901,1,1,13,7,4
346,Hyena,1,269,222.5,1,Maruti,24,11,2013,North,6:28,7:10,9847322.446,721850.0509,9847318.563,721627.5848,1,1,13,7,2
347,Hyena,1,293,106,1,Maruti,24,11,2013,North,6:28,7:13,9847444.981,721593.6172,9847486.399,721496.0437,1,1,13,7,2
348,Lion,9,205,470,1,Maruti,24,11,2013,North,6:28,7:42,9846699.385,724694.2004,9846273.42,724495.5698,1,1,13,8,2
349,BandedMongoose,10,124,21,1,Maruti,24,11,2013,North,6:28,10:02,9855009.793,720149.3056,9854998.05,720166.7154,1,1,13,4,1
350,BandedMongoose,18,23,21.5,1,Maruti,24,11,2013,North,6:28,11:00,9850808.164,717194.5013,9850827.955,717202.9021,1,1,13,5,1
351,Hyena,3,0,0,1,Maruti,24,12,2013,North,6:30,6:30,9842513.929,719505.4435,9842513.929,719505.4435,1,0,14,1,1
352,Hyena,2,337,171.5,1,Maruti,24,12,2013,North,6:30,6:31,9842515.154,719471.2513,9842673.021,719404.2409,1,1,14,1,4
353,Hyena,1,347,242.5,1,Maruti,24,12,2013,North,6:30,6:32,9842590.845,719123.8983,9842827.13,719069.3476,1,1,14,1,4
354,Lion,1,271,618.5,1,Maruti,24,12,2013,North,6:30,6:59,9845681.282,719408.7655,9845692.077,718790.3597,1,1,14,2,10
355,Hyena,1,347,176,1,Maruti,24,12,2013,North,6:30,9:56,9849266.822,720748.2872,9849438.311,720708.6959,1,1,14,6,2
356,Hyena,1,45,58,1,Maruti,24,12,2013,North,6:30,10:55,9847202.043,722491.656,9847243.055,722532.6682,1,1,14,8,1
357,SlenderMongoose,2,63,25,2,Maruti,25,12,2013,North,6:30,8:04,9848424.552,719695.4011,9848435.901,719717.6762,1,1,14,6,1
358,Hyena,2,28,62,2,Maruti,25,12,2013,North,6:30,8:53,9844891.739,723311.3363,9844946.482,723340.4436,1,1,14,7,2
359,Hyena,1,105,95,2,Maruti,25,12,2013,North,6:30,11:39,9852340.51,718384.8608,9852315.922,718476.6238,1,1,14,3,1
360,Hyena,1,218,356,1,Maruti,26,12,2013,North,6:30,6:32,9847695.059,721100.0204,9847414.527,720880.8449,1,1,14,6,3
361,Hyena,2,33,343,1,Maruti,26,12,2013,North,6:30,7:01,9846513.116,722806.577,9846800.78,722993.3882,1,1,14,7,5
362,Hyena,1,247,500,1,Maruti,26,12,2013,North,6:30,7:39,9846681.637,724666.6895,9846486.271,724206.437,1,1,14,8,6
363,SideStripedJackal,1,52,142,1,Maruti,26,12,2013,North,6:30,8:14,9842845.781,720943.6322,9842933.205,721055.5297,1,1,14,1,2
364,BandedMongoose,5,109,37,1,Maruti,26,12,2013,North,6:30,11:41,9848425.252,721279.3153,9848413.206,721314.2995,1,1,14,6,1
365,Hyena,1,163,247,1,Maruti,19,2,2014,North,6:58,9:09,9852578.88,720996.2929,9852342.673,721068.5087,1,1,15,4,4
366,Hyena,1,96,28.5,1,Maruti,19,2,2014,North,6:58,11:19,9847303.558,723386.3404,9847300.579,723414.6843,1,1,15,8,1
367,Lion,4,141,300,2,Maruti,20,2,2014,North,7:07,8:10,9851369.306,720084.3289,9851136.162,720273.125,1,1,15,5,6
368,BlackBackedJackal,1,265,178,2,Maruti,20,2,2014,North,7:07,9:01,9847664.593,721093.7907,9847649.079,720916.468,1,1,15,6,4
369,BandedMongoose,19,85,53,1,Maruti,21,2,2014,North,7:11,7:59,9847201.181,723568.1336,9847205.8,723620.9319,1,1,15,8,1
370,SlenderMongoose,1,185,55,1,Maruti,21,2,2014,North,7:11,8:26,9844018.313,722866.0524,9843963.523,722861.2589,1,1,15,8,1
371,Lion,11,141,56,1,Maruti,18,3,2014,North,6:40,8:15,9855851.22,721682.9581,9855807.7,721718.2001,1,1,16,4,1
372,BandedMongoose,23,218,202,1,Maruti,19,3,2014,North,6:48,8:28,9847492.706,721036.7907,9847333.528,720912.4271,1,1,16,6,2
373,Hyena,1,47,101,1,Maruti,19,3,2014,North,6:48,11:20,9856116.543,720777.884,9856185.424,720851.7507,1,1,16,4,1
374,BandedMongoose,20,58,23.5,1,Maruti,20,3,2014,North,6:40,10:16,9851380.232,718653.1574,9851392.685,718673.0865,1,1,16,5,1
375,BlackBackedJackal,6,171,142,1,Maruti,20,3,2014,North,6:40,10:59,9848551.41,721268.6625,9848411.158,721290.8762,1,1,16,6,1
376,Hyena,1,147,35,2,Maruti,18,7,2012,South,6:35,8:18,9845681.2,725804.4384,9845651.847,725823.5008,1,1,1,11,1
377,Hyena,1,116,10.5,2,Maruti,18,7,2012,South,6:35,8:21,9845711.803,726114.8777,9845707.2,726124.315,1,1,1,11,1
378,Hyena,2,283,144,2,Maruti,18,7,2012,South,6:35,10:30,9842057.234,727035.8584,9842089.627,726895.5491,1,1,1,12,1
379,BlackBackedJackal,2,5,14,1,Maruti,19,8,2012,South,6:31,6:33,9840215.924,724967.3109,9840229.87,724968.5311,1,1,2,9,1
380,Lion,1,29,150,1,Maruti,19,8,2012,South,6:31,8:23,9845281.652,726031.5795,9845412.845,726104.301,1,1,2,11,1
381,Lion,1,349,146,1,Maruti,19,8,2012,South,6:31,8:25,9845388.461,726059.0933,9845531.778,726031.2352,1,1,2,11,2
382,BlackBackedJackal,2,274,220,1,Maruti,19,8,2012,South,6:31,8:27,9845471.903,726081.4457,9845487.25,725861.9816,1,1,2,11,5
383,Hyena,1,275,354.5,1,Maruti,19,8,2012,South,6:31,8:27,9845471.903,726081.4457,9845502.8,725728.2947,1,1,2,11,4
384,BlackBackedJackal,1,187,112,1,Maruti,20,8,2012,South,6:27,7:58,9844037.607,727353.1504,9843926.442,727339.5011,1,1,2,11,2
385,Cheetah,1,96,177,1,Maruti,20,8,2012,South,6:27,8:31,9842633.977,727080.5942,9842615.476,727256.6245,1,1,2,11,2
386,BandedMongoose,16,219,22.5,1,Maruti,20,8,2012,South,6:27,9:31,9842006.813,727180.8585,9841989.327,727166.6988,0,1,2,12,1
387,BlackBackedJackal,2,131,259,1,HiLux,24,9,2012,South,6:13,9:10,9842690.597,727358.2884,9842520.677,727553.7582,1,1,3,12,2
388,Hyena,1,261,127,1,HiLux,25,9,2012,South,6:16,7:00,9845712.48,726006.9381,9845692.613,725881.5017,1,1,3,11,1
389,Hyena,2,261,124,1,HiLux,25,9,2012,South,6:16,7:00,9845712.48,726006.9381,9845693.082,725884.4648,1,1,3,11,1
390,Lion,1,203,478,1,HiLux,25,9,2012,South,6:16,7:31,9843989.749,727113.8655,9843549.748,726927.096,1,1,3,11,9
391,Hyena,3,52,63,1,HiLux,25,9,2012,South,6:16,8:58,9841219.565,728357.2823,9841258.352,728406.927,1,1,3,12,2
392,Hyena,1,182,166,1,HiLux,26,9,2012,South,6:17,6:32,9842682.712,727405.9582,9842516.813,727400.1649,1,1,3,12,4
393,Hyena,3,205,136,1,HiLux,26,9,2012,South,6:17,7:04,9840892.764,728608.9659,9840769.506,728551.4898,1,1,3,12,2
394,BatEaredFox,2,213,15.5,1,HiLux,26,9,2012,South,6:17,7:14,9841371.256,728216.2077,9841358.257,728207.7658,1,1,3,12,1
395,Lion,3,16,121.5,1,HiLux,26,9,2012,South,6:17,7:35,9842536.077,726172.3779,9842652.87,726205.8679,1,1,3,12,2
396,Hyena,1,122,188.5,1,HiLux,26,9,2012,South,6:17,7:47,9841841.964,725749.3498,9841742.075,725909.2069,1,1,3,12,3
397,Hyena,2,59,136,1,Maruti,30,10,2012,South,6:10,6:23,9840767.65,723406.0602,9840837.695,723522.6349,1,1,4,9,3
398,Lion,1,299,176.5,1,Maruti,30,10,2012,South,6:10,7:43,9844729.551,725945.8611,9844815.12,725791.4907,1,1,4,11,4
399,BatEaredFox,6,356,62,1,Maruti,30,10,2012,South,6:10,9:28,9841033.755,728388.7257,9841095.604,728384.4008,1,1,4,12,1
400,BandedMongoose,12,348,125.5,1,Maruti,30,10,2012,South,6:10,9:47,9842159.577,726872.3191,9842282.335,726846.2262,1,1,4,12,2
401,BatEaredFox,1,112,157,1,Maruti,30,10,2012,South,6:10,10:12,9841445.723,727058.4902,9841386.91,727204.0581,1,1,4,12,1
402,BandedMongoose,15,108,87,1,Maruti,30,10,2012,South,6:10,10:20,9840798.28,727907.1765,9840771.395,727989.9184,0,1,4,13,1
403,BandedMongoose,18,134,102.5,1,Maruti,31,10,2012,South,6:11,8:13,9841504.146,728840.0158,9841432.944,728913.7481,1,1,4,12,1
404,BatEaredFox,2,250,17,1,Maruti,31,10,2012,South,6:11,8:38,9842183.775,726817.5732,9842177.961,726801.5984,1,1,4,12,1
405,BatEaredFox,2,196,22,1,Maruti,31,10,2012,South,6:11,9:01,9841357.021,727195.4317,9841335.873,727189.3677,1,1,4,12,1
406,BatEaredFox,1,145,16.5,1,Maruti,1,11,2012,South,6:12,6:18,9842608.712,726696.4909,9842595.196,726705.9549,1,1,4,11,1
407,BatEaredFox,3,287,71,1,Maruti,1,11,2012,South,6:12,7:12,9842175.395,726838.0266,9842196.154,726770.129,1,1,4,12,1
408,BandedMongoose,19,14,109.5,1,Maruti,1,11,2012,South,6:12,7:14,9842377.858,726634.2887,9842484.105,726660.7792,1,1,4,12,2
409,BlackBackedJackal,2,284,56,1,Maruti,1,11,2012,South,6:12,8:26,9837680.818,725537.1108,9837694.365,725482.7743,1,1,4,13,1
410,BandedMongoose,16,195,110.5,1,Maruti,1,11,2012,South,6:12,10:29,9845152.649,726026.5042,9845045.914,725997.9047,0,1,4,11,1
411,BlackBackedJackal,1,222,31,2,Maruti,28,11,2012,South,6:10,6:23,9840358.796,723695.5017,9840335.758,723674.7586,1,1,5,9,1
412,Lion,7,133,196,2,Maruti,28,11,2012,South,6:10,6:33,9842317.96,723757.5037,9842184.288,723900.8491,1,1,5,9,3
413,BlackBackedJackal,1,155,49,2,Maruti,28,11,2012,South,6:10,6:53,9841560.51,724431.0259,9841516.101,724451.7342,1,1,5,9,1
414,BatEaredFox,6,311,25.5,2,Maruti,28,11,2012,South,6:10,8:52,9844056.771,725952.9913,9844073.5,725933.7462,1,1,5,11,1
415,Hyena,1,329,99,2,Maruti,28,11,2012,South,6:10,9:41,9841138.387,728384.052,9841223.246,728333.0632,1,1,5,12,1
416,BandedMongoose,11,147,104,2,Maruti,28,11,2012,South,6:10,10:25,9840945.61,727748.4369,9840858.389,727805.0794,0,1,5,13,1
417,Lion,9,16,249,1,Maruti,29,11,2012,South,6:09,6:51,9844374.073,725619.3638,9844613.427,725687.9975,1,1,5,10,3
418,Lion,1,304,889,1,Maruti,29,11,2012,South,6:09,7:35,9843966.81,726239.8401,9844463.933,725502.8257,1,1,5,11,3
419,BatEaredFox,7,316,36,1,Maruti,29,11,2012,South,6:09,7:37,9844056.455,725964.439,9844082.351,725939.4313,1,1,5,11,1
420,Lion,1,77,50.5,1,Maruti,29,11,2012,South,6:09,7:54,9843804.695,725266.2118,9843816.055,725315.4175,1,1,5,11,1
421,BatEaredFox,8,11,40,1,Maruti,29,11,2012,South,6:09,8:43,9841045.824,728389.6415,9841085.089,728397.2738,1,1,5,12,1
422,BatEaredFox,1,354,20,1,WhiteCruiser,30,11,2012,South,6:11,6:21,9842622.212,726966.6264,9842642.102,726964.5358,1,1,5,11,1
423,BatEaredFox,9,270,10,1,WhiteCruiser,30,11,2012,South,6:11,6:54,9841095.269,728394.3044,9841095.269,728384.3044,1,1,5,12,1
424,Hyena,1,339,164.5,1,WhiteCruiser,30,11,2012,South,6:11,7:00,9841438.59,728152.3384,9841592.164,728093.3868,1,1,5,12,2
425,Hyena,1,257,286,1,WhiteCruiser,30,11,2012,South,6:11,7:04,9841671.746,727839.1592,9841607.41,727560.4894,1,1,5,12,5
426,BlackBackedJackal,2,263,99,1,WhiteCruiser,30,11,2012,South,6:11,7:16,9842469.295,726400.6805,9842457.23,726302.4184,1,1,5,12,1
427,SlenderMongoose,3,307,31.5,1,WhiteCruiser,30,11,2012,South,6:11,9:07,9840674.542,724410.3804,9840693.499,724385.2234,1,1,5,9,1
428,Lion,3,290,341,1,WhiteCruiser,30,11,2012,South,6:11,10:38,9843994.826,727022.4069,9844111.455,726701.9717,1,1,5,11,3
429,Serval,1,124,116,1,Maruti,12,1,2013,South,7:10,8:22,9844863.743,724625.3186,9844798.877,724721.487,1,1,6,10,1
430,BlackBackedJackal,2,281,110,1,Maruti,12,1,2013,South,7:10,8:37,9845712.395,725977.0163,9845733.384,725869.0374,1,1,6,11,1
431,Hyena,1,90,480,1,Maruti,12,1,2013,South,7:10,10:04,9841599.847,728653.4621,9841599.847,729133.4621,1,1,6,12,7
432,Hyena,1,34,18,1,Maruti,12,1,2013,South,7:10,11:23,9838680.87,726496.4712,9838695.792,726506.5367,1,1,6,13,1
433,BatEaredFox,5,313,16,1,Maruti,15,1,2013,South,6:34,8:56,9840941.695,728401.8636,9840952.607,728390.162,1,1,6,12,1
434,Hyena,1,119,104,1,Maruti,15,1,2013,South,6:34,9:30,9840469.573,727959.8941,9840419.153,728050.8546,1,1,6,13,3
435,Hyena,1,241,64,1,Maruti,15,1,2013,South,6:34,9:32,9840350.124,727812.8853,9840319.097,727756.9096,1,1,6,13,1
436,BlackBackedJackal,2,334,29.5,1,Maruti,13,2,2013,South,6:40,8:19,9844961.941,725990.3713,9844988.455,725977.4394,1,1,7,11,1
437,Hyena,1,183,82,1,Maruti,13,2,2013,South,6:40,8:31,9845023.184,726009.3552,9844941.296,726005.0637,1,1,7,11,1
438,BatEaredFox,2,260,40.5,1,Maruti,13,2,2013,South,6:40,8:51,9843990.939,727120.8268,9843983.906,727080.9421,1,1,7,11,1
439,BandedMongoose,7,108,31,1,Maruti,13,2,2013,South,6:40,9:16,9842661.075,727175.029,9842651.495,727204.5117,1,1,7,11,1
440,Hyena,1,258,34,1,Maruti,13,2,2013,South,6:40,9:42,9840838.678,728507.7698,9840831.609,728474.5128,1,1,7,12,1
441,Hyena,1,247,118,1,Maruti,13,2,2013,South,6:40,10:59,9837101.252,725534.1681,9837055.146,725425.5486,1,1,7,13,2
442,BandedMongoose,3,353,18,1,Maruti,14,2,2013,South,6:39,7:37,9844379.441,725565.0022,9844397.307,725562.8086,1,1,7,10,1
443,Hyena,1,37,91,1,Maruti,14,2,2013,South,6:39,8:00,9845005.865,726213.8186,9845078.541,726268.5837,1,1,7,11,1
444,BlackBackedJackal,2,7,78,1,Maruti,14,2,2013,South,6:39,8:02,9845138.393,726452.0567,9845215.811,726461.5625,1,1,7,11,2
445,BatEaredFox,2,283,80,1,Maruti,14,2,2013,South,6:39,8:16,9843996.877,727104.1777,9844014.874,727026.2281,1,1,7,11,1
446,BatEaredFox,1,269,117,1,Maruti,14,2,2013,South,6:39,8:18,9843984.102,726988.408,9843982.06,726871.4258,1,1,7,11,1
447,BandedMongoose,7,85,52,1,Maruti,14,2,2013,South,6:39,8:48,9842661.156,727177.6695,9842665.688,727229.4716,1,1,7,11,1
448,BatEaredFox,2,128,33,1,Maruti,14,2,2013,South,6:39,8:54,9842566.349,728000.2285,9842546.032,728026.2329,1,1,7,12,1
449,BlackBackedJackal,1,186,147,1,Maruti,14,2,2013,South,6:39,10:02,9840681.873,727944.1774,9840535.678,727928.8117,1,1,7,13,1
450,Hyena,1,214,50.5,1,Maruti,15,2,2013,South,6:41,7:26,9840897.909,728608.8958,9840856.043,728580.6566,1,1,7,12,1
451,Hyena,1,45,12,1,Maruti,15,2,2013,South,6:41,7:35,9841318.078,728280.8547,9841326.563,728289.34,1,1,7,12,1
452,Leopard,1,292,10.5,1,Maruti,15,2,2013,South,6:41,8:37,9838726.097,726438.5642,9838730.03,726428.8288,1,1,7,13,1
453,BandedMongoose,12,55,34.5,1,Maruti,15,2,2013,South,6:41,10:54,9845143.198,726470.18,9845162.986,726498.4407,1,1,7,11,1
454,BandedMongoose,9,333,194,1,Maruti,21,3,2013,South,6:39,8:55,9843998.651,727090.5947,9844171.506,727002.5206,1,1,9,11,4
455,BatEaredFox,2,97,40,1,Maruti,21,3,2013,South,6:39,9:22,9842637.308,727045.74,9842632.434,727085.4418,1,1,9,11,1
456,Hyena,1,165,194,1,Maruti,21,3,2013,South,6:39,10:28,9841075.104,727548.3864,9840887.715,727598.5973,1,1,9,13,3
457,Hyena,1,354,612.5,1,Maruti,22,3,2013,South,6:39,8:55,9841302.03,728291.3367,9841911.175,728227.3131,1,1,8,12,9
458,Hyena,1,291,32.5,1,Maruti,22,3,2013,South,6:39,9:12,9842391.718,726622.7784,9842403.365,726592.437,1,1,8,12,1
459,BatEaredFox,1,93,23.5,1,Maruti,22,3,2013,South,6:39,9:37,9840914.095,727784.9171,9840912.865,727808.3849,1,1,8,13,1
460,Lion,3,342,486,1,Maruti,22,3,2013,South,6:39,10:56,9841093.997,725091.9167,9841556.211,724941.7344,1,1,8,10,7
461,Hyena,1,166,48,1,Maruti,23,3,2013,South,6:41,7:05,9842123.164,728371.4333,9842076.59,728383.0456,1,1,8,12,1
462,Hyena,2,327,180,1,Maruti,23,3,2013,South,6:41,7:21,9841169.713,728382.662,9841320.674,728284.627,1,1,8,12,1
463,BatEaredFox,4,341,34.5,1,Maruti,23,3,2013,South,6:41,7:39,9842146.802,726925.4516,9842179.422,726914.2195,1,1,8,12,1
464,Hyena,1,338,93.5,1,Maruti,23,3,2013,South,6:41,7:42,9842435.137,726543.3343,9842521.829,726508.3086,1,1,8,12,2
465,Hyena,1,102,245,1,Maruti,23,3,2013,South,6:41,8:06,9841231.225,727355.7024,9841180.287,727595.3486,1,1,8,12,3
466,Hyena,1,339,17,1,Maruti,23,3,2013,South,6:41,9:50,9842214.573,725062.7607,9842230.444,725056.6684,1,1,8,10,1
467,Hyena,1,83,50,1,Maruti,31,5,2013,South,6:29,6:52,9841563.486,728738.2775,9841569.579,728787.9048,1,1,9,12,1
468,Hyena,1,203,149,1,Maruti,31,5,2013,South,6:29,6:56,9841284.247,728881.701,9841147.092,728823.4821,1,1,9,12,1
469,Hyena,1,271,239.5,2,Maruti,1,7,2013,South,6:37,7:56,9845265.691,726028.888,9845269.871,725789.4245,1,1,10,11,5
470,BlackBackedJackal,1,258,22,2,WhiteCruiser,1,7,2013,South,6:37,9:06,9844050.027,727365.9063,9844045.453,727344.3871,1,1,10,11,1
471,BlackBackedJackal,1,298,72.5,2,WhiteCruiser,1,7,2013,South,6:37,10:06,9841150.138,728861.9404,9841184.175,728797.9267,1,1,10,12,2
472,SlenderMongoose,1,281,5,2,WhiteCruiser,1,7,2013,South,6:37,11:14,9840214.745,727516.4424,9840215.699,727511.5343,1,1,10,13,1
473,BlackBackedJackal,1,189,38,1,WhiteCruiser,2,7,2013,South,6:37,7:20,9844385.17,725544.5931,9844347.638,725538.6486,1,1,10,10,1
474,BlackBackedJackal,1,257,90,1,WhiteCruiser,2,7,2013,South,6:37,8:04,9844001.223,726482.2281,9843980.978,726394.5348,1,1,10,11,1
475,BlackBackedJackal,1,154,99,1,WhiteCruiser,2,7,2013,South,6:37,8:34,9842638.845,727100.854,9842549.864,727144.2528,1,1,10,11,2
476,BatEaredFox,3,353,37,1,WhiteCruiser,2,7,2013,South,6:37,9:19,9842134.733,726923.8455,9842171.457,726919.3363,1,1,10,12,1
477,BatEaredFox,3,329,33.5,2,WhiteCruiser,3,7,2013,South,6:30,7:34,9842142.264,726920.512,9842170.979,726903.2582,1,1,10,12,1
478,Hyena,1,191,118,2,WhiteCruiser,3,7,2013,South,6:30,7:46,9842218.759,725057.5303,9842102.927,725035.0149,1,1,10,10,2
479,Hyena,1,158,160,2,Maruti,9,8,2013,South,6:47,7:06,9840510.937,724244.6775,9840362.587,724304.6145,1,1,11,9,3
480,BlackBackedJackal,2,318,32,2,Maruti,9,8,2013,South,6:47,7:55,9841287.278,725193.9518,9841311.059,725172.5397,1,1,11,10,1
481,Hyena,2,111,85,2,Maruti,9,8,2013,South,6:47,9:47,9844672.808,727114.7341,9844642.347,727194.0884,1,1,11,11,1
482,BatEaredFox,2,57,59,2,Maruti,9,8,2013,South,6:47,11:41,9840591.75,727959.6681,9840623.883,728009.1497,1,1,11,13,2
483,Hyena,4,275,59,1,Maruti,10,8,2013,South,6:46,9:39,9839428.521,727198.6916,9839433.663,727139.9161,1,1,11,13,2
484,Serval,1,93,99,1,Maruti,11,8,2013,South,6:42,6:45,9842618.064,726424.8832,9842612.883,726523.7476,1,1,11,11,1
485,Hyena,1,127,17.5,1,Maruti,11,8,2013,South,6:42,7:02,9841799.732,728392.3237,9841789.2,728406.2998,1,1,11,12,1
486,Hyena,1,149,44,1,Maruti,11,8,2013,South,6:42,7:45,9841853.731,725673.7316,9841816.015,725696.3933,1,1,11,12,1
487,Hyena,5,133,70,1,Maruti,11,8,2013,South,6:42,7:46,9841855.864,725798.3632,9841808.124,725849.5579,1,1,11,12,1
488,Hyena,1,278,66,1,Maruti,11,8,2013,South,6:42,8:45,9838751.219,726398.6923,9838760.404,726333.3346,1,1,11,13,2
489,Hyena,1,16,134,1,Maruti,1,10,2013,South,6:25,6:58,9841316.364,725209.4558,9841445.174,725246.3912,1,1,12,10,1
490,Lion,8,41,216,1,Maruti,1,10,2013,South,6:25,7:21,9843602.793,723004.0004,9843765.81,723145.7092,1,1,12,10,1
491,BandedMongoose,5,28,113.5,1,Maruti,1,10,2013,South,6:25,8:38,9843971.721,726178.3685,9844071.936,726231.6535,1,1,12,11,3
492,BatEaredFox,2,2,39,1,Maruti,1,10,2013,South,6:25,8:40,9844073.231,725873.075,9844112.207,725874.4361,1,1,12,11,1
493,BatEaredFox,1,121,30,1,Maruti,1,10,2013,South,6:25,8:57,9842622.325,726975.0329,9842606.874,727000.7479,1,1,12,11,1
494,BatEaredFox,3,303,20,1,Maruti,1,10,2013,South,6:25,9:39,9842142.032,726920.12,9842152.925,726903.3466,1,1,12,12,1
495,Hyena,1,171,81,1,Maruti,1,10,2013,South,6:25,10:08,9840302.935,727682.3253,9840222.932,727694.9965,1,1,12,13,2
496,Lion,3,197,387,1,Maruti,1,10,2013,South,6:25,10:27,9839616.275,727261.857,9839246.185,727148.7091,1,1,12,13,1
497,Lion,8,103,164,1,Maruti,2,10,2013,South,6:25,6:39,9844253.466,723595.1174,9844216.574,723754.9141,1,1,12,10,3
498,BlackBackedJackal,1,231,138,1,Maruti,2,10,2013,South,6:25,8:40,9841492.241,728066.9416,9841405.395,727959.6954,1,1,12,12,3
499,BatEaredFox,2,343,68,1,Maruti,2,10,2013,South,6:25,8:49,9842210.836,726786.183,9842275.865,726766.3018,1,1,12,12,1
500,Serval,1,121,66,1,Maruti,2,10,2013,South,6:25,9:52,9838131.049,726064.8683,9838097.057,726121.4414,1,1,12,13,2
501,BlackBackedJackal,2,343,98,1,Maruti,3,10,2013,South,6:19,6:21,9842597.103,726300.3835,9842690.82,726271.7311,1,1,12,11,2
502,Hyena,2,237,174,1,Maruti,3,10,2013,South,6:19,6:56,9840901.243,728613.5265,9840806.476,728467.5978,1,1,12,12,1
503,Hyena,1,327,216.5,1,Maruti,3,10,2013,South,6:19,7:11,9842043.44,727077.4768,9842225.012,726959.5625,1,1,12,12,2
504,Hyena,1,17,140,1,Maruti,3,10,2013,South,6:19,7:12,9842156.355,726898.8788,9842290.238,726939.8109,1,1,12,12,3
505,BatEaredFox,2,353,21.5,1,Maruti,3,10,2013,South,6:19,7:14,9842243.902,726757.4479,9842265.241,726754.8277,1,1,12,12,1
506,Hyena,3,294,209,1,Maruti,3,10,2013,South,6:19,7:22,9842549.836,725380.1152,9842634.844,725189.1842,1,1,12,12,3
507,Hyena,1,139,207,1,Maruti,3,10,2013,South,6:19,7:46,9840550.558,727962.822,9840394.333,728098.6263,1,1,12,13,4
508,Hyena,1,297,252.5,1,Maruti,3,10,2013,South,6:19,8:15,9837163.261,725443.3245,9837277.894,725218.3453,1,1,12,13,2
509,BandedMongoose,9,204,39.5,1,Maruti,3,10,2013,South,6:19,8:39,9840762.952,724715.5172,9840726.867,724699.4511,1,1,12,9,1
510,Hyena,4,25,263.5,1,Maruti,25,11,2013,South,6:23,6:58,9841016.975,725065.277,9841255.787,725176.6369,1,1,13,9,1
511,BlackBackedJackal,1,355,110,1,Maruti,25,11,2013,South,6:23,7:03,9842087.595,725106.8635,9842197.176,725097.2764,1,1,13,10,1
512,BlackBackedJackal,7,119,108,1,Maruti,25,11,2013,South,6:23,8:39,9843316.233,725334.1277,9843263.874,725428.5867,1,1,13,11,1
513,BandedMongoose,13,25,84,1,Maruti,25,11,2013,South,6:23,8:54,9842592.806,727615.5254,9842668.936,727651.0254,1,1,13,12,2
